channel,review_id,slot_id,task_id,family,base_family,block,profile,difficulty_tier,coupling,schedule,dependency_distance,structural_split,category,eligible,reached,exposed,verdict,reason,source_lines,event_indices,request_ids
machine,R-CB178717C4E359,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm5,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,BOUND,SERIAL,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-CB178717C4E359,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm5,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,BOUND,SERIAL,SHORT,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
machine,R-CB178717C4E359,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm5,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,BOUND,SERIAL,SHORT,,T_task_completion,True,True,True,C,"{""final_goal_ok"": true, ""lifecycle_complete"": true}",[],[],[]
machine,R-CB178717C4E359,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm5,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,BOUND,SERIAL,SHORT,,P_direct_base,True,True,True,V,"{""direct_base_labels"": {""EVENT_JOIN"": ""V""}, ""expected_direct_labels"": [""EVENT_JOIN""], ""geometry_status"": ""GEOMETRY_EVALUATOR_ERROR"", ""geometry_verdict"": ""U"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""C""}}",[],[],[]
machine,R-CB178717C4E359,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm5,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,BOUND,SERIAL,SHORT,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-CB178717C4E359,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm5,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,BOUND,SERIAL,SHORT,,structure_fidelity,True,True,True,C,"{""assigned_structure"": ""C"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-CC26D3B567448D,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm52,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,EASY,BOUND,SERIAL,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-CC26D3B567448D,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm52,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,EASY,BOUND,SERIAL,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-CC26D3B567448D,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm52,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,EASY,BOUND,SERIAL,SHORT,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
machine,R-CC26D3B567448D,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm52,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,EASY,BOUND,SERIAL,SHORT,,T_task_completion,True,True,True,C,"{""final_goal_ok"": true, ""lifecycle_complete"": true}",[],[],[]
machine,R-CC26D3B567448D,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm52,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,EASY,BOUND,SERIAL,SHORT,,P_direct_base,True,True,True,V,"{""direct_base_labels"": {""EVENT_JOIN"": ""V""}, ""expected_direct_labels"": [""EVENT_JOIN""], ""geometry_status"": ""NO_FORBIDDEN_CONTACT_IN_DECLARED_FIXED_AABB_TRANSLATIONS"", ""geometry_verdict"": ""C"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""C""}}",[],[],[]
machine,R-CC26D3B567448D,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm52,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,EASY,BOUND,SERIAL,SHORT,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-CC26D3B567448D,I-IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT-glm52,IC06_C6_VERIFY_JOIN-BOUND-SERIAL-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,EASY,BOUND,SERIAL,SHORT,,structure_fidelity,True,True,True,C,"{""assigned_structure"": ""C"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-09A5A59B9BBA24,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,MEDIUM,DETACHED,CONCURRENT,LONG,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-09A5A59B9BBA24,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,MEDIUM,DETACHED,CONCURRENT,LONG,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-09A5A59B9BBA24,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,MEDIUM,DETACHED,CONCURRENT,LONG,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
machine,R-09A5A59B9BBA24,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,MEDIUM,DETACHED,CONCURRENT,LONG,,T_task_completion,True,True,True,C,"{""final_goal_ok"": true, ""lifecycle_complete"": true}",[],[],[]
machine,R-09A5A59B9BBA24,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,MEDIUM,DETACHED,CONCURRENT,LONG,,P_direct_base,True,True,True,V,"{""direct_base_labels"": {""EVENT_JOIN"": ""V""}, ""expected_direct_labels"": [""EVENT_JOIN""], ""geometry_status"": ""GEOMETRY_EVALUATOR_ERROR"", ""geometry_verdict"": ""U"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""C""}}",[],[],[]
machine,R-09A5A59B9BBA24,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,MEDIUM,DETACHED,CONCURRENT,LONG,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-09A5A59B9BBA24,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,MEDIUM,DETACHED,CONCURRENT,LONG,,structure_fidelity,True,True,True,U,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-ED4B5E388210A4,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,MEDIUM,DETACHED,CONCURRENT,LONG,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-ED4B5E388210A4,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,MEDIUM,DETACHED,CONCURRENT,LONG,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-ED4B5E388210A4,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,MEDIUM,DETACHED,CONCURRENT,LONG,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 2}",[],[],[]
machine,R-ED4B5E388210A4,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,MEDIUM,DETACHED,CONCURRENT,LONG,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-ED4B5E388210A4,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,MEDIUM,DETACHED,CONCURRENT,LONG,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""EVENT_JOIN"": ""U""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-ED4B5E388210A4,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,MEDIUM,DETACHED,CONCURRENT,LONG,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-ED4B5E388210A4,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,MEDIUM,DETACHED,CONCURRENT,LONG,,structure_fidelity,True,True,True,U,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-B7E94DCC121EDC,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,MEDIUM,DETACHED,CONCURRENT,LONG,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-B7E94DCC121EDC,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,MEDIUM,DETACHED,CONCURRENT,LONG,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-B7E94DCC121EDC,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,MEDIUM,DETACHED,CONCURRENT,LONG,,S2_robot_contract,True,True,True,V,"{""trusted_error_count"": 3}",[],[],[]
machine,R-B7E94DCC121EDC,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,MEDIUM,DETACHED,CONCURRENT,LONG,,T_task_completion,True,True,True,V,"{""final_goal_ok"": false, ""lifecycle_complete"": false}",[],[],[]
machine,R-B7E94DCC121EDC,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,MEDIUM,DETACHED,CONCURRENT,LONG,,P_direct_base,True,False,False,NE,"{""blocked_by_stage"": [""S2_robot_contract""], ""direct_labels_recorded_but_not_interpreted"": {""EVENT_JOIN"": ""U""}, ""geometry_status_recorded_but_not_interpreted"": ""GEOMETRY_EVALUATOR_ERROR"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""V""}}",[],[],[]
machine,R-B7E94DCC121EDC,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,MEDIUM,DETACHED,CONCURRENT,LONG,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-B7E94DCC121EDC,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,MEDIUM,DETACHED,CONCURRENT,LONG,,structure_fidelity,True,True,True,V,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""V""}",[],[],[]
machine,R-6F3AFB5BB70B32,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm52,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,MEDIUM,DETACHED,CONCURRENT,LONG,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-6F3AFB5BB70B32,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm52,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,MEDIUM,DETACHED,CONCURRENT,LONG,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-6F3AFB5BB70B32,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm52,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,MEDIUM,DETACHED,CONCURRENT,LONG,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
machine,R-6F3AFB5BB70B32,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm52,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,MEDIUM,DETACHED,CONCURRENT,LONG,,T_task_completion,True,True,True,C,"{""final_goal_ok"": true, ""lifecycle_complete"": true}",[],[],[]
machine,R-6F3AFB5BB70B32,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm52,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,MEDIUM,DETACHED,CONCURRENT,LONG,,P_direct_base,True,True,True,V,"{""direct_base_labels"": {""EVENT_JOIN"": ""V""}, ""expected_direct_labels"": [""EVENT_JOIN""], ""geometry_status"": ""NO_FORBIDDEN_CONTACT_IN_DECLARED_FIXED_AABB_TRANSLATIONS"", ""geometry_verdict"": ""C"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""C""}}",[],[],[]
machine,R-6F3AFB5BB70B32,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm52,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,MEDIUM,DETACHED,CONCURRENT,LONG,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-6F3AFB5BB70B32,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG-glm52,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-LONG,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm52,MEDIUM,DETACHED,CONCURRENT,LONG,,structure_fidelity,True,True,True,U,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-9F5E15FCE41BF8,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,EASY,DETACHED,CONCURRENT,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-9F5E15FCE41BF8,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,EASY,DETACHED,CONCURRENT,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-9F5E15FCE41BF8,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,EASY,DETACHED,CONCURRENT,SHORT,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
machine,R-9F5E15FCE41BF8,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,EASY,DETACHED,CONCURRENT,SHORT,,T_task_completion,True,True,True,C,"{""final_goal_ok"": true, ""lifecycle_complete"": true}",[],[],[]
machine,R-9F5E15FCE41BF8,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,EASY,DETACHED,CONCURRENT,SHORT,,P_direct_base,True,True,True,V,"{""direct_base_labels"": {""EVENT_JOIN"": ""V""}, ""expected_direct_labels"": [""EVENT_JOIN""], ""geometry_status"": ""GEOMETRY_EVALUATOR_ERROR"", ""geometry_verdict"": ""U"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""C""}}",[],[],[]
machine,R-9F5E15FCE41BF8,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,EASY,DETACHED,CONCURRENT,SHORT,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-9F5E15FCE41BF8,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm46,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm46,EASY,DETACHED,CONCURRENT,SHORT,,structure_fidelity,True,True,True,U,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-82152B6E27844B,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,EASY,DETACHED,CONCURRENT,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-82152B6E27844B,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,EASY,DETACHED,CONCURRENT,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-82152B6E27844B,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,EASY,DETACHED,CONCURRENT,SHORT,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
machine,R-82152B6E27844B,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,EASY,DETACHED,CONCURRENT,SHORT,,T_task_completion,True,True,True,C,"{""final_goal_ok"": true, ""lifecycle_complete"": true}",[],[],[]
machine,R-82152B6E27844B,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,EASY,DETACHED,CONCURRENT,SHORT,,P_direct_base,True,True,True,V,"{""direct_base_labels"": {""EVENT_JOIN"": ""V""}, ""expected_direct_labels"": [""EVENT_JOIN""], ""geometry_status"": ""NO_FORBIDDEN_CONTACT_IN_DECLARED_FIXED_AABB_TRANSLATIONS"", ""geometry_verdict"": ""C"", ""stage_gate"": {""S0_source_entry"": ""C"", ""S1_api"": ""C"", ""S2_robot_contract"": ""C""}}",[],[],[]
machine,R-82152B6E27844B,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,EASY,DETACHED,CONCURRENT,SHORT,,O_observation_branching,True,False,False,NE,"{""declared_facts"": [""left_verification"", ""right_verification""], ""observed_facts"": [], ""task_labels"": {}}",[],[],[]
machine,R-82152B6E27844B,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm47,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm47,EASY,DETACHED,CONCURRENT,SHORT,,structure_fidelity,True,True,True,U,"{""assigned_structure"": ""U"", ""rq2_wrapper"": ""C""}",[],[],[]
machine,R-BC88DAFAF38CC0,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,DETACHED,CONCURRENT,SHORT,,S0_source_entry,True,True,True,C,"""PYTHON_SOURCE""",[],[],[]
machine,R-BC88DAFAF38CC0,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,DETACHED,CONCURRENT,SHORT,,S1_api,True,True,True,C,"{""rejected_call_ids"": []}",[],[],[]
machine,R-BC88DAFAF38CC0,I-IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT-glm5,IC06_C6_VERIFY_JOIN-DETACHED-CONCURRENT-SHORT,IC06_C6_VERIFY_JOIN,C6_VERIFY_JOIN,RQ2_FACTORIAL,glm5,EASY,DETACHED,CONCURRENT,SHORT,,S2_robot_contract,True,True,True,C,"{""trusted_error_count"": 0}",[],[],[]
